Size_1	User_11	-1.0
Size_1	User_12	1.0
Size_1	User_13	-1.0
Size_1	User_14	1.0
Size_1	User_15	-0.5
Size_2	User_26	-0.5
Size_2	User_27	-1.0
Size_2	User_28	-1.0
Size_2	User_29	-0.5
Size_2	User_30	-1.0
Size_3	User_6	-1.0
Size_3	User_7	-1.0
Size_3	User_8	-1.0
Size_3	User_9	-1.0
Size_3	User_10	-1.0
Size_4	User_11	-1.0
Size_4	User_12	1.0
Size_4	User_13	-1.0
Size_4	User_14	1.0
Size_4	User_15	1.0
Size_5	User_21	-1.0
Size_5	User_22	-1.0
Size_5	User_23	1.0
Size_5	User_24	-1.0
Size_5	User_25	-1.0
Size_6	User_1	-1.0
Size_6	User_2	-0.5
Size_6	User_3	-1.0
Size_6	User_4	-0.5
Size_6	User_5	-1.0
Size_7	User_21	-1.0
Size_7	User_22	-1.0
Size_7	User_23	1.0
Size_7	User_24	-1.0
Size_7	User_25	-1.0
Size_8	User_21	-1.0
Size_8	User_22	-1.0
Size_8	User_23	1.0
Size_8	User_24	-1.0
Size_8	User_25	-1.0
Size_9	User_6	-1.0
Size_9	User_7	-1.0
Size_9	User_8	-1.0
Size_9	User_9	-1.0
Size_9	User_10	-0.5
Size_10	User_11	-1.0
Size_10	User_12	0.5
Size_10	User_13	-1.0
Size_10	User_14	1.0
Size_10	User_15	1.0
Size_11	User_6	-0.5
Size_11	User_7	1.0
Size_11	User_8	-0.5
Size_11	User_9	1.0
Size_11	User_10	0.5
Size_12	User_26	0.5
Size_12	User_27	0.5
Size_12	User_28	-0.5
Size_12	User_29	-0.5
Size_12	User_30	-1.0
Size_13	User_16	1.0
Size_13	User_17	0.5
Size_13	User_18	1.0
Size_13	User_19	0.5
Size_13	User_20	1.0
Size_14	User_1	1.0
Size_14	User_2	1.0
Size_14	User_3	0.5
Size_14	User_4	0.5
Size_14	User_5	-0.5
Size_15	User_11	-0.5
Size_15	User_12	0.5
Size_15	User_13	1.0
Size_15	User_14	1.0
Size_15	User_15	0.5
Size_16	User_6	-1.0
Size_16	User_7	-1.0
Size_16	User_8	-0.5
Size_16	User_9	-0.5
Size_16	User_10	0.0
Size_17	User_21	-1.0
Size_17	User_22	-1.0
Size_17	User_23	1.0
Size_17	User_24	-1.0
Size_17	User_25	-1.0
Size_18	User_26	-0.5
Size_18	User_27	-0.5
Size_18	User_28	0.0
Size_18	User_29	-0.5
Size_18	User_30	-1.0
Size_19	User_21	-1.0
Size_19	User_22	-1.0
Size_19	User_23	1.0
Size_19	User_24	-1.0
Size_19	User_25	-1.0
Size_20	User_1	-1.0
Size_20	User_2	-1.0
Size_20	User_3	1.0
Size_20	User_4	-0.5
Size_20	User_5	1.0
Size_21	User_1	0.5
Size_21	User_2	1.0
Size_21	User_3	-0.5
Size_21	User_4	0.5
Size_21	User_5	-1.0
Size_22	User_11	-0.5
Size_22	User_12	-1.0
Size_22	User_13	-1.0
Size_22	User_14	-1.0
Size_22	User_15	1.0
Size_23	User_26	-0.5
Size_23	User_27	0.5
Size_23	User_28	0.5
Size_23	User_29	-1.0
Size_23	User_30	-1.0
Size_24	User_16	0.5
Size_24	User_17	0.5
Size_24	User_18	0.5
Size_24	User_19	0.0
Size_24	User_20	0.0
Size_25	User_16	-0.5
Size_25	User_17	-0.5
Size_25	User_18	-0.5
Size_25	User_19	1.0
Size_25	User_20	-0.5
Size_26	User_16	-0.5
Size_26	User_17	-0.5
Size_26	User_18	-1.0
Size_26	User_19	0.5
Size_26	User_20	-0.5
Size_27	User_16	-0.5
Size_27	User_17	-0.5
Size_27	User_18	-0.5
Size_27	User_19	1.0
Size_27	User_20	-0.5
Size_28	User_1	0.5
Size_28	User_2	0.5
Size_28	User_3	-0.5
Size_28	User_4	0.5
Size_28	User_5	0.5
Size_29	User_6	-1.0
Size_29	User_7	1.0
Size_29	User_8	0.5
Size_29	User_9	0.5
Size_29	User_10	0.5
Size_30	User_26	-1.0
Size_30	User_27	-1.0
Size_30	User_28	-1.0
Size_30	User_29	-1.0
Size_30	User_30	-1.0
Centr_1	User_21	0.0
Centr_1	User_22	-0.5
Centr_1	User_23	1.0
Centr_1	User_24	-0.5
Centr_1	User_25	-0.5
Centr_2	User_11	0.5
Centr_2	User_12	1.0
Centr_2	User_13	-0.5
Centr_2	User_14	1.0
Centr_2	User_15	-1.0
Centr_3	User_16	0.5
Centr_3	User_17	0.5
Centr_3	User_18	0.5
Centr_3	User_19	-0.5
Centr_3	User_20	-0.5
Centr_4	User_6	0.5
Centr_4	User_7	-1.0
Centr_4	User_8	0.5
Centr_4	User_9	1.0
Centr_4	User_10	0.5
Centr_5	User_21	0.5
Centr_5	User_22	0.5
Centr_5	User_23	-0.5
Centr_5	User_24	0.0
Centr_5	User_25	-0.5
Centr_6	User_16	-0.5
Centr_6	User_17	-0.5
Centr_6	User_18	0.5
Centr_6	User_19	-0.5
Centr_6	User_20	0.0
Centr_7	User_6	0.0
Centr_7	User_7	0.5
Centr_7	User_8	0.5
Centr_7	User_9	0.0
Centr_7	User_10	0.0
Centr_8	User_11	0.5
Centr_8	User_12	-0.5
Centr_8	User_13	1.0
Centr_8	User_14	0.5
Centr_8	User_15	-0.5
Centr_9	User_16	-0.5
Centr_9	User_17	0.5
Centr_9	User_18	1.0
Centr_9	User_19	0.5
Centr_9	User_20	0.0
Centr_10	User_6	0.5
Centr_10	User_7	-0.5
Centr_10	User_8	0.5
Centr_10	User_9	1.0
Centr_10	User_10	0.0
Centr_11	User_1	0.5
Centr_11	User_2	0.0
Centr_11	User_3	0.0
Centr_11	User_4	0.5
Centr_11	User_5	0.5
Centr_12	User_16	-0.5
Centr_12	User_17	0.0
Centr_12	User_18	0.5
Centr_12	User_19	0.5
Centr_12	User_20	-0.5
Centr_13	User_21	0.0
Centr_13	User_22	0.0
Centr_13	User_23	0.0
Centr_13	User_24	0.0
Centr_13	User_25	-0.5
Centr_14	User_1	0.5
Centr_14	User_2	-0.5
Centr_14	User_3	0.0
Centr_14	User_4	0.5
Centr_14	User_5	0.5
Centr_15	User_1	0.5
Centr_15	User_2	0.0
Centr_15	User_3	0.0
Centr_15	User_4	-0.5
Centr_15	User_5	0.5
Centr_16	User_26	0.5
Centr_16	User_27	1.0
Centr_16	User_28	1.0
Centr_16	User_29	1.0
Centr_16	User_30	1.0
Centr_17	User_6	0.5
Centr_17	User_7	-0.5
Centr_17	User_8	-0.5
Centr_17	User_9	-0.5
Centr_17	User_10	-0.5
Centr_18	User_1	0.5
Centr_18	User_2	0.5
Centr_18	User_3	-1.0
Centr_18	User_4	-0.5
Centr_18	User_5	0.5
Centr_19	User_11	0.5
Centr_19	User_12	0.5
Centr_19	User_13	-0.5
Centr_19	User_14	-0.5
Centr_19	User_15	0.5
Centr_20	User_26	0.5
Centr_20	User_27	-0.5
Centr_20	User_28	0.5
Centr_20	User_29	-0.5
Centr_20	User_30	0.5
Centr_21	User_16	-0.5
Centr_21	User_17	-0.5
Centr_21	User_18	-0.5
Centr_21	User_19	0.5
Centr_21	User_20	-0.5
Centr_22	User_21	0.0
Centr_22	User_22	0.0
Centr_22	User_23	0.0
Centr_22	User_24	0.5
Centr_22	User_25	0.5
Centr_23	User_11	0.5
Centr_23	User_12	0.5
Centr_23	User_13	0.5
Centr_23	User_14	0.5
Centr_23	User_15	0.0
Centr_24	User_26	0.5
Centr_24	User_27	0.5
Centr_24	User_28	-1.0
Centr_24	User_29	-0.5
Centr_24	User_30	0.5
Centr_25	User_26	-0.5
Centr_25	User_27	0.0
Centr_25	User_28	-1.0
Centr_25	User_29	-1.0
Centr_25	User_30	1.0
Centr_26	User_6	-0.5
Centr_26	User_7	-0.5
Centr_26	User_8	0.0
Centr_26	User_9	-0.5
Centr_26	User_10	-1.0
Centr_27	User_11	-0.5
Centr_27	User_12	-1.0
Centr_27	User_13	-1.0
Centr_27	User_14	0.5
Centr_27	User_15	-0.5
Centr_28	User_26	0.0
Centr_28	User_27	0.0
Centr_28	User_28	0.5
Centr_28	User_29	-0.5
Centr_28	User_30	0.0
Centr_29	User_1	-0.5
Centr_29	User_2	-1.0
Centr_29	User_3	0.0
Centr_29	User_4	-0.5
Centr_29	User_5	0.5
Centr_30	User_21	-0.5
Centr_30	User_22	-0.5
Centr_30	User_23	-1.0
Centr_30	User_24	1.0
Centr_30	User_25	0.5
EHom_1	User_6	-0.5
EHom_1	User_7	0.5
EHom_1	User_8	0.5
EHom_1	User_9	0.5
EHom_1	User_10	-0.5
EHom_2	User_11	0.5
EHom_2	User_12	0.5
EHom_2	User_13	-1.0
EHom_2	User_14	1.0
EHom_2	User_15	0.5
EHom_3	User_16	0.5
EHom_3	User_17	1.0
EHom_3	User_18	0.5
EHom_3	User_19	-0.5
EHom_3	User_20	0.5
EHom_4	User_1	0.5
EHom_4	User_2	1.0
EHom_4	User_3	1.0
EHom_4	User_4	0.5
EHom_4	User_5	0.5
EHom_5	User_26	0.0
EHom_5	User_27	0.0
EHom_5	User_28	-0.5
EHom_5	User_29	0.0
EHom_5	User_30	0.5
EHom_6	User_16	-0.5
EHom_6	User_17	0.5
EHom_6	User_18	-0.5
EHom_6	User_19	-1.0
EHom_6	User_20	0.5
EHom_7	User_26	-0.5
EHom_7	User_27	-0.5
EHom_7	User_28	-0.5
EHom_7	User_29	-0.5
EHom_7	User_30	0.5
EHom_8	User_21	0.5
EHom_8	User_22	-0.5
EHom_8	User_23	-1.0
EHom_8	User_24	-0.5
EHom_8	User_25	0.5
EHom_9	User_6	0.0
EHom_9	User_7	0.5
EHom_9	User_8	-0.5
EHom_9	User_9	0.0
EHom_9	User_10	0.5
EHom_10	User_1	0.5
EHom_10	User_2	0.5
EHom_10	User_3	1.0
EHom_10	User_4	0.5
EHom_10	User_5	-0.5
EHom_11	User_11	-0.5
EHom_11	User_12	0.5
EHom_11	User_13	-0.5
EHom_11	User_14	1.0
EHom_11	User_15	-0.5
EHom_12	User_21	0.5
EHom_12	User_22	0.5
EHom_12	User_23	1.0
EHom_12	User_24	0.5
EHom_12	User_25	0.5
EHom_13	User_1	0.5
EHom_13	User_2	1.0
EHom_13	User_3	0.5
EHom_13	User_4	-0.5
EHom_13	User_5	-1.0
EHom_14	User_21	-1.0
EHom_14	User_22	-0.5
EHom_14	User_23	-1.0
EHom_14	User_24	0.5
EHom_14	User_25	-1.0
EHom_15	User_26	-0.5
EHom_15	User_27	0.0
EHom_15	User_28	-0.5
EHom_15	User_29	1.0
EHom_15	User_30	0.5
EHom_16	User_1	0.5
EHom_16	User_2	0.5
EHom_16	User_3	1.0
EHom_16	User_4	0.5
EHom_16	User_5	0.5
EHom_17	User_11	0.5
EHom_17	User_12	0.5
EHom_17	User_13	0.5
EHom_17	User_14	0.5
EHom_17	User_15	-0.5
EHom_18	User_6	-0.5
EHom_18	User_7	-0.5
EHom_18	User_8	-0.5
EHom_18	User_9	0.5
EHom_18	User_10	-0.5
EHom_19	User_6	0.5
EHom_19	User_7	0.5
EHom_19	User_8	0.5
EHom_19	User_9	-0.5
EHom_19	User_10	0.5
EHom_20	User_16	-0.5
EHom_20	User_17	-1.0
EHom_20	User_18	0.5
EHom_20	User_19	1.0
EHom_20	User_20	0.5
EHom_21	User_11	1.0
EHom_21	User_12	1.0
EHom_21	User_13	0.5
EHom_21	User_14	-1.0
EHom_21	User_15	-0.5
EHom_22	User_21	-1.0
EHom_22	User_22	-0.5
EHom_22	User_23	-1.0
EHom_22	User_24	-0.5
EHom_22	User_25	-1.0
EHom_23	User_1	0.5
EHom_23	User_2	0.0
EHom_23	User_3	1.0
EHom_23	User_4	0.5
EHom_23	User_5	0.5
EHom_24	User_21	0.5
EHom_24	User_22	1.0
EHom_24	User_23	1.0
EHom_24	User_24	0.0
EHom_24	User_25	0.5
EHom_25	User_26	-0.5
EHom_25	User_27	0.5
EHom_25	User_28	1.0
EHom_25	User_29	-1.0
EHom_25	User_30	0.5
EHom_26	User_16	0.5
EHom_26	User_17	0.5
EHom_26	User_18	-0.5
EHom_26	User_19	-0.5
EHom_26	User_20	-0.5
EHom_27	User_16	0.5
EHom_27	User_17	-0.5
EHom_27	User_18	-1.0
EHom_27	User_19	-1.0
EHom_27	User_20	0.5
EHom_28	User_11	-0.5
EHom_28	User_12	-1.0
EHom_28	User_13	-0.5
EHom_28	User_14	-1.0
EHom_28	User_15	1.0
EHom_29	User_26	0.5
EHom_29	User_27	0.5
EHom_29	User_28	1.0
EHom_29	User_29	-0.5
EHom_29	User_30	0.5
EHom_30	User_6	0.5
EHom_30	User_7	0.5
EHom_30	User_8	-0.5
EHom_30	User_9	1.0
EHom_30	User_10	0.0
RHet_1	User_1	0.5
RHet_1	User_2	-0.5
RHet_1	User_3	1.0
RHet_1	User_4	0.5
RHet_1	User_5	1.0
RHet_2	User_26	-0.5
RHet_2	User_27	0.5
RHet_2	User_28	-1.0
RHet_2	User_29	-1.0
RHet_2	User_30	0.5
RHet_3	User_1	0.5
RHet_3	User_2	-1.0
RHet_3	User_3	1.0
RHet_3	User_4	0.5
RHet_3	User_5	0.0
RHet_4	User_11	0.0
RHet_4	User_12	0.5
RHet_4	User_13	-0.5
RHet_4	User_14	-0.5
RHet_4	User_15	0.5
RHet_5	User_1	0.5
RHet_5	User_2	0.5
RHet_5	User_3	-0.5
RHet_5	User_4	0.5
RHet_5	User_5	-0.5
RHet_6	User_11	0.5
RHet_6	User_12	0.5
RHet_6	User_13	-0.5
RHet_6	User_14	-0.5
RHet_6	User_15	-1.0
RHet_7	User_16	0.5
RHet_7	User_17	0.5
RHet_7	User_18	0.5
RHet_7	User_19	1.0
RHet_7	User_20	1.0
RHet_8	User_21	-0.5
RHet_8	User_22	-0.5
RHet_8	User_23	-1.0
RHet_8	User_24	0.0
RHet_8	User_25	0.5
RHet_9	User_16	1.0
RHet_9	User_17	-0.5
RHet_9	User_18	-1.0
RHet_9	User_19	0.5
RHet_9	User_20	1.0
RHet_10	User_16	-0.5
RHet_10	User_17	-0.5
RHet_10	User_18	-0.5
RHet_10	User_19	-1.0
RHet_10	User_20	-0.5
RHet_11	User_21	0.5
RHet_11	User_22	-1.0
RHet_11	User_23	1.0
RHet_11	User_24	0.0
RHet_11	User_25	0.5
RHet_12	User_21	-0.5
RHet_12	User_22	0.5
RHet_12	User_23	1.0
RHet_12	User_24	-0.5
RHet_12	User_25	-1.0
RHet_13	User_26	-0.5
RHet_13	User_27	0.5
RHet_13	User_28	-0.5
RHet_13	User_29	-1.0
RHet_13	User_30	1.0
RHet_14	User_6	-0.5
RHet_14	User_7	-0.5
RHet_14	User_8	-0.5
RHet_14	User_9	-1.0
RHet_14	User_10	0.5
RHet_15	User_1	0.5
RHet_15	User_2	0.5
RHet_15	User_3	1.0
RHet_15	User_4	0.5
RHet_15	User_5	-1.0
RHet_16	User_16	-0.5
RHet_16	User_17	-0.5
RHet_16	User_18	1.0
RHet_16	User_19	-0.5
RHet_16	User_20	-0.5
RHet_17	User_6	-0.5
RHet_17	User_7	-0.5
RHet_17	User_8	-0.5
RHet_17	User_9	-0.5
RHet_17	User_10	0.0
RHet_18	User_11	0.5
RHet_18	User_12	0.5
RHet_18	User_13	-1.0
RHet_18	User_14	0.5
RHet_18	User_15	0.5
RHet_19	User_26	-0.5
RHet_19	User_27	1.0
RHet_19	User_28	0.5
RHet_19	User_29	-1.0
RHet_19	User_30	0.5
RHet_20	User_16	0.0
RHet_20	User_17	0.0
RHet_20	User_18	0.5
RHet_20	User_19	0.0
RHet_20	User_20	-0.5
RHet_21	User_26	-0.5
RHet_21	User_27	0.0
RHet_21	User_28	0.0
RHet_21	User_29	-1.0
RHet_21	User_30	0.5
RHet_22	User_26	0.5
RHet_22	User_27	0.0
RHet_22	User_28	0.5
RHet_22	User_29	-0.5
RHet_22	User_30	1.0
RHet_23	User_6	0.5
RHet_23	User_7	-0.5
RHet_23	User_8	-0.5
RHet_23	User_9	0.5
RHet_23	User_10	0.5
RHet_24	User_21	-0.5
RHet_24	User_22	-0.5
RHet_24	User_23	1.0
RHet_24	User_24	0.0
RHet_24	User_25	-1.0
RHet_25	User_6	0.5
RHet_25	User_7	-0.5
RHet_25	User_8	0.5
RHet_25	User_9	-0.5
RHet_25	User_10	0.0
RHet_26	User_21	0.5
RHet_26	User_22	1.0
RHet_26	User_23	1.0
RHet_26	User_24	0.5
RHet_26	User_25	1.0
RHet_27	User_11	1.0
RHet_27	User_12	-0.5
RHet_27	User_13	1.0
RHet_27	User_14	-1.0
RHet_27	User_15	-0.5
RHet_28	User_11	-0.5
RHet_28	User_12	0.5
RHet_28	User_13	-0.5
RHet_28	User_14	-1.0
RHet_28	User_15	0.5
RHet_29	User_6	-0.5
RHet_29	User_7	-0.5
RHet_29	User_8	0.5
RHet_29	User_9	0.0
RHet_29	User_10	0.5
